reviewId,content,score
c8ddbd85-d14f-4228-b3ec-435b5479800f,"I just got the app and when I try to create an account it won't load, then I tried to do the login that didn't work as well. This app sucks.",1
bb5d5353-7460-4730-9646-98b0b15094aa,"I just joined LinkedIn and now after connecting with few people I cannot access the account, it has error connecting",1
5b3c045b-acd8-458a-b89a-9a9fdf70828f,"Reels auto-scrolls to the next video without finishing the first, this used to not be an issue, and suddenly after the New Year, it won't stop. Turning off auto-play only makes the videos not play when you scroll over them on the home page, not when actively watching reels.",1
ba965bd4-5039-47de-8b99-f0c10cee91eb,"I've been using Insta for a long time and I haven't faced any issues... but this update is THEE worst update. I've been facing issues with the story feature. When I post a pic on my story: I can't add a filter on the pic, i can't add text, i can't tag someone, i can't add music. When I do those things it automatically says 'Error'. It only works when I just post the pic and add no filter, no text, no music and don't tag anyone. PLEASE FIX THIS IG.",1
36528c9d-068a-4d76-8da9-d88b867de454,"I am facing double profile issue with my account, No buddy from LinkedIn is supporting. Trying from long time to reach the support.. only text reply with inappropriate answers.",1
48459392-2745-470f-b6eb-51072d490677,Ever since the new update the IG seek bar on reels has been giving trouble. Some videos rarely have it and when I do use it on the ones that do have it. It simply disappears and the reels are frozen. Please fix it!,1
76a20d83-2ada-4289-bca5-c8748eb08f2f,"Live customer service doesn't exist. Can't find chat feature or anybody to help with an accessibility issue. My elderly mom lost access to an account and is trying to delete that account and because it doesn't conflict with ""community standards"", the support staff won't help us. Can't even explain the issue to them because there is no chat feature. Only con man claiming to be Facebook in order to log into your account and steal your info.",1
ade64f7e-6d27-4181-99d3-c1406a83866f,"Everything was fine until recently, now the app says no Internet connection when everything else on my phone works fine. I've updated, restarted phone, everything. Tried reaching out to support tech and that was a joke, told me to do things I told them I already done, then told me to report it on the app and never heard anything back. Update: Heard back from support and it's the same message over and over ""try switching from wifi to mobile data"", I don't have cell service at my house!!",1
be96d4ae-06d7-4d24-bc51-f26685cb2605,"App has a bug right now causing it to crash EVERY time on dms, for no reason on the regular timeline and cant even send pictures or links without it crashing",1
f9f07b72-8ff3-4e5e-b7dd-f7585d6b4fa1,"My account has been hacked and suspended as a result. I tried to get it back, but I was denied. After that, I tried to request for it to be deleted but the only response I get is that it has been suspended. It doesn't seem fair that I completely lost the ability to use either my email or phone number associated with that account for something I had no control over. Twitter assistance is probably one of the worst and useless there is. If anyone reads this, pray your account doesn't get hacked.",1
b6ca3914-f64e-4fbd-b132-5741d709bbd9,"I've been using this app for my whole life and I can say this was a really good app until when I made new accounts, they keep on getting restricted for the most dumbest reasons ever. I can't comment ""Good job!"" on a post that's congratulating themselves getting a good grade and so on. I can't even react to posts too due to being restricted. I'm really disappointed with that. Please, fix it.",1
035517f4-5022-4774-b01f-0943688e43b9,"I do not recommend letting your children under 16 be in this. There are Asian porn videos everywhere and extremely inappropriate advertisements. Even if you report the site that shows the ads there are always more. I recommend Facebook fix this so it is more pleasurable to use. Also, I cannot access my avatar at all.",1
e2e8c87d-d0f8-4334-a0d8-e8b35d5e13bc,"Worked for a few months. Now, it has a complete garbage user experience with annoying security measures that don't even work at all, not allowing me to ""verify"" my account (which was perfectly working a few weeks ago, ""unverified"" apparently), due to ""number of attemps reached"" and ""you already sent that document"" when I try to verify. They could use their own platform to hire proper developers that make things work, at least.",1
66f8ee11-d92e-4d20-96c6-8a4572eefd71,"I regret updating to the latest version. Theapp crashes or I'll receieve a ""Something went wrong. Try updating the page."" I can't view my profile, notifications and see beyond 3 posts on the home page. If you click on ""see more posts"" you will get the ""something went wrong"" error.",1
8d5e6233-a17c-41dd-83cb-31e73b8018a4,"What happened??? My like icons have disappeared. The app is jumpy, glitchy, an all-around poor experience. This happened after the last update, but I've no idea whether the two instances are related. Tech support, get on this pronto!!",1
d75cfe89-ab31-46b6-a65b-45056dbb920a,"The updates are not unnecessary because why do we have to update if it's still the exact same. All my WhatsApp backups was lost because I couldn't remember my password or end to end encryption key which I didn't even choose to have as a option when restoring my data. I didn't even get notified that I have to update my WhatsApp i just saw I couldn't access it because it has to be updated causing me to lose everything, all my data.",1
a0b8e759-87c2-4e71-9c56-8d7c321e43d6,"I could see my post being shared and sent to outside fb to someone, but I can't see who is sharing or sending my posts. It is important for a post owner to know such info. Also, the stays on web page and app doesn't really match. Certain posts are showing as 1 Share and 1 Send in app, but in web page there is no such indication. The rating will be changed in case these issues are fixed in the upcoming versions of the app.",1
277992a5-d22b-4bd1-9bad-477ea641b901,"In recent times, this app has gone downhill in every possible aspect, the amount of hate being spread on this platform in order to farm views is enough to make anyone go insane. Additionally, refusal of their team to do anything about this trend only makes the overall experience on this app worse with each passing day",1
8559765a-823e-4792-8665-4cb8abdaa2ae,"This app just keeps getting worse and worse. Specifically the interface. The interface was simple and easy to use in the past, but now it feels clunky and odd. Just because something is ""old"" doesn't mean it's bad. The old worked just fine. The old was already good enough.",1
f9a2b3b8-dc34-493a-bbe0-28fa679dd01a,"Now app completely loads different pages wonky, like weird sliding effect. What is that supposed to do, other than be infuriatingly excessive! Still has a lot of flaws. App can be highly unstable at times; freezing, lost connection when there is plenty of service, no Dark Mode for Android when there is supposed to be, etc.",1
ae8bbc6c-e2b8-4d1d-9a18-fd8a6c7d4178,Constant issues with duet syncing and now some weird noise reduction that makes duetted audio sound like it's underwater. Lots of people dealing with this now. This is a main function of thrbapp for many people TikTok. Please fix it,1
042724e3-350e-46df-a590-1274bbddc9c7,"Why is it multiple times a day for sometimes hours long I cannot use the app . Like nothing loads at all not even my own profile . Why do videos constantly freeze and glitch out . Why do ads that aren't even labeled as ads show up on my tl . Why are there so many bots . Why have some people been saying clicking images sends them to random web pages sometimes with sketchy calendar requests . Elon's a greedy manchild who ruined this app for everyone involved, users and creators",1
ad716e21-ef75-4ef1-9316-843b51816b88,Little over an hour ago Facebook and Instagram were working perfectly fine between my devices and out of nowhere I was booted from my account and unable to login or reset my password with the same message 'please login with your password' which I clearly do and it goes back to the same screen for login. Was the whole meta system hacked?,1
19e41c53-858c-4c21-b927-a9ae611958f6,"The last app rendered the app useless for me. Links won't open externally or in the apps externally, even with the box checked. On Messenger, none of the reels or Facebook links open in Facebook. They open in my external browser. I can't even share links to my newsfeed without having to put the damn link in the comments. Thank God for X and Elon.",1
07ccea1e-02cb-4c7e-8897-240e5d04633b,"I was forced logged out of my account. When I try to log back in I get the error ""Unexpected error. Please try logging in again."" Still an issue:: 302 photos in my album and it does not show even a third of them. Are they all gone?",1
2647ead3-752c-4e31-b5fe-f22dcb232664,"App stops loading content & acts as if there is no internet. Even if wifi/mobile data are switched & other internet based apps are working fine, twitter doesn't. It happens randomly & gets working again after 4-5 mins.",1
60e8586e-50bb-4241-928a-db24dd571951,"My feed now is such an anti-woke propaganda full of Trump content. I am Russian living in France, I don't need this! I need funny memes and viral posts in Russian! Every day I even report all these posts as not relevant and still see them every day since last November, so tired of it. The Help and Support button just doesn't work and throws you back to feed. Worst thing is I tried many things to change my feed but nothing can't beat His ""truth"" app.",1
270bb96d-c832-4ab3-833a-1c5a8857bef9,"I truly dont understand how an app can get such horrible reviews and instead of fixing them they just make them even worse or take away the features people actually liked. My ""favorite"" feature is how there literally is no news feed anymore ... Its all suggested pages and by the time i see a friends post its like 4 days old. Utterly ridiculous",1
f7d0be73-64f7-40ea-9c53-f321ce2a7a6f,The lag is insane!!! It's always with Facebook. Reels are impossible to watch without the video skipping. Everything is lagging. I keep checking to see if there's an update to fix the issue but clearly there isn't. So here I am adding on to the complaints hoping it gets heard so the issue could be sorted out.,1
fb0c2c75-8854-43a9-aa04-cca176f60865,I lost access to my account and have tried every thing on their help center. It has not been helpful. I have sent messages through different points of feedback in the help center. No replies. Do better!,1
fe668e78-c9c7-40de-adfa-666f5589573c,"Was writing a long, multi tweet thread and it decided to just crash on me and lost all that writing. I'm absolutely furious with this amateurly designed app. Absolutely unacceptable.",1
670c8d75-514c-4bfc-a7d0-7d56471e9a52,"The app is constantly crashing. It will say my session has expired and I have to log in again, so I do, then my session expires immediately, repeat ad nauseum.",1
ffd1670c-edae-42b7-b821-60caf3dbcaee,"Way more glitchy than the iPhone version. Won't connect sometimes even with wifi. When you playback parts of a reel using the time slider, it straight up freezes. I miss my iPhone now 🥹🥹🥹.",1
6ea9d9f0-0e5f-4b8f-992b-07166504e95f,"It's only available for iOS, you can't access google pictures when you want to put a picture and they won't let me log in because my version is too ""old"" but android says it's the most recent updated. If you have an android, don't try it",1
5c20d38d-63d1-40b2-8543-3daf9c4485e1,"Accidentally lost a great video im watching and when i found it on my activity log it doesnt even have the option to rewatch it, and it doesnt even have the name of the video you watched. Great job as it goes to show why people shouldnt use this app for these type of activities as i have just been cliffhanged by accident and forced to accept it because of your app with its lack of features",1
19cb10d5-a6e1-43d2-b9e1-076da1904482,"Been trying to access my LinkedIn account for days now, not going through using the same email address and phone number. And till now I'm still getting notifications from my LinkedIn account and I can't do anything because it's just not going through 😭😭😭... Kindly assist with this issue.. So many job applications and I'm unable to apply 😞",1
599368aa-d39a-4c54-b8e3-46d12221cb99,Most recent update is an absolute pain. Can give me the option to add music to one or multiple photos and stays like this for a couple of days when all of a sudden batches of posts with music have had the music removed. Reels and posting stories onto my profilehave also been a struggle to make on the app as it consistently crashes and I have to restart all over again or just make my own reels but on a different app in order to post anything to the platform. Really disappointed in the new update.,1
029393b2-d786-45bb-8438-1ad9b7a1ad53,"Why Instagram hates Androids so much? I switched to Android after using IOS for years and now my experience with Instagram is HORRIBLE. When I post a story from my gallery, I can't just go back and quicky post another pic that was taken the same day because it brings me to my most recent pics after posting, so to the end, I need to scroll down again. Also editing reels is super uncomfortable. I saved my video as a draft to edit it later and it just meged my text layer with a video....",1
1dad92cc-5c55-49bb-a4bd-cdf32eed8536,I thought i was the only one who was facing this problem but there are alot of people that are having the same issue of loading the APP please fix this problem,1
cc044435-0743-4b6c-90a5-1fa66d95c2c5,impossible to register because of well-known captcha problem. linkedin not interested in new members. Maybe they hire troyan horse to their tech team? very funny,1
7cd8291f-6078-4a5c-aa63-50f83a3c89f7,"Definitely needs some major work on the app. Not refreshing for over a week now. Tried clearing cache, no luck. I get notifications that people sent me something from Instagram, but when I click on the notification I get the can't refresh error and it doesn't even show in my inbox like it used to.",1
dfe79cfb-42fd-4a20-815e-14a2b6875b9e,"Having to keep clearing the cache or deleting the app and re installing it so it works for like 2 minutes is getting annoying. Can't post anything either. Until they fix it, the app is absolute trash on newer androids",1
c990bbdd-6feb-4f2a-8542-9d3696a5f151,"App doesnt care about UX as long as they are getting clicks and ad views. Theres a whole segment of the population that uses FB almost exclusively for Marketplace. You wiuld think that for an app thats been in development for over a decade that they would have ironed out the bugs by now. Unfortunately, Marketplace is still horrible to use, and hardly works as intended, particularly on mobile devices. The filter features and search regions do not work, and making a car listing is heinously bugged",1
c8cae2ab-0d04-4b2e-9e19-8745d4a901f1,"How hard is it to upkeep this app with so many users?? It keeps crashing , freezing, not delivering messages or notifications, I can't update it , I can't pause videos. Now again I can't even like most videos. Would you get it together",1
dda3c72b-bd95-41e5-ac87-a8c156fd4214,"Doing ads in this platform is prohibitively expensive, and Microsoft is blatenetly abusing it's power in the market. At the end of the day they are selling someone's personal data for Target ads, don't act like you are doing a favour.",1
92625d2b-99ba-4be0-adef-e8315cf3540c,"I've not been to create my account, I've been having serious issues with that captcha whatever and it's been crazy and frustrating. You need to do something fast",1
c40f5dcc-8379-4687-811a-d89150c6aba4,"Linkedin forces me to abandon my professional name to get 'verified', and that happens to be my only name by which I am known. So I will have less views because linkedin will degrade my profile.",1
f283e028-a637-47c5-9bd1-181b297a0306,I can't download this app it all the sudden stopped working and I uninstalled and tried to reinstall and now I can't even download the damn thing this app just stopped working on its own again I've lost contact with a lot of important people because of it,1
97ed712e-18d7-485a-8b5d-c7169553e514,"No Sound notifications. I followed the posted instructions and still have sound. Fix it. So 4 months later, still the same garbage. All notifications for LinkedIn have been turned off inside the app. You're paid social media. Fix this.",1
a887e57a-a90a-4c50-af80-1c917ae5bc5c,"Video player is awful, and cumbersome to watch without the annoying comments taking up a third of the screen. In vertical videos they can't be swiped away like others, stuck with them. Also since my new phone, 75%-80% of posts have blurry pictures. No settings to try and correct that. Also, I see the same posts over and over and the advertising is just awful scummyness that rivals Google/YouTube ads. So many straight up scams, report function is useless.",1
21c9ee50-b87e-48b2-b511-a2b0eacd22ab,"I need help, it seems that instagram broke, whenever i try to open the app it says that i dont have an internet connection, which is not true, i tried opening other apps that requires an internet and they all work. I tried restarting the app, deleting the app, downloading it again, and even restarted my phone but its not working. I really liked this app but now its not working",1
44c54023-a97e-4fff-8b80-c40864a7c3ad,"After doing a factory reset of my phone, I could not use the Link In platform. I can't reset my PIN and it doesn't reach me SMS Or a phone call. Note that my phone number exists.",1
9b01c9fb-6702-4fb7-908a-928b693c7e99,"What the heck has been done to Facebook now?! I'm getting one bloody post from my friends on newsfeed and then there are like a million ""suggested for you"" and ads clogging it up, I don't mind the odd suggested for you but this is ridiculous, noone would want that more than an actual friend's updates, sort of defeats the purpose of fb and makes having friends on there redundant, please fix it.",1
f75b7fe2-1664-423d-8f60-6141bf8b0960,"I cannot open links in my own browser. There is no button to open in browser, only to copy and paste it manually in the browser. Very bad ux... Also, a lot of fake reviews, like ""as a professional who strives for growth this app in indispensable"" etc. Who writes like that? If you can't create a good app just buy reviews. Very smart...",1
3d215498-9747-4b38-bdf4-568e2d981846,Algorithm is awful. FB keeps showing me animals being murdered by hunters. Somewhat traumatizing and odd considering im vegan and have shown zero interest in that. I've tried to fixthis and other issues but their customer service is awful. The app is overwhelming and useless.,1
2dd71ae1-ea10-4252-abd4-8080bc6fb048,"Frankly this review has nothing to do with the owner, but the app has been hot garbage lately and consumes over half my battery usage. Add in very poor content moderation and unless you actually need this pick something else.",1
d198164c-3011-47a9-b321-ad78122153dd,They better fix the random image issues. At this point it's impossible to post a picture without a random white line on it. Editing gets messed up. For some reason it's still not possible to adjust the editing after posting. App still barely works. Posting is nearly impossible. They decided to break image browsing.,1
3c93fa02-8b8c-47a7-b8da-c3f0ac096614,"This is heck i cannot login to my account says it is restricted, when i follow steps to unlock it ,it will give another problem. Very bad ,no customer support think before you spend time here in this app !. All my precious connections and posts are wasted Very disappointed not good",1
