reviewId,content,score
895bef21-0eac-45af-b5ec-a0c9c5a62dd3,"Shuts down constantly. I don't know what the issue is because I have tried everything I can think of. The app is constantly freezing and shutting down. It signs me out multiple times a day randomly. I've tried checking for updates, signing out and back in, changing passwords, uninstalling and reinstalling, the list goes on. So frustrating!",2
505a55e9-9971-435a-a87f-bbf916cbca50,"Can't delete a phone number from profile. Getting message stating it's a log on device that system doesn't recognize. Not able to do it through messenger app with the same results. I log on with my cell phone and Mac and having been doing so since I've had the app. This is a security issue. Fix This!!! In this day and age one should be able to delete a phone number associated with their account immediately, no questions. Only work around for this is you have to deactivate your account.",2
d8b6fce7-83c8-4e6b-bcb3-de9a2c850531,"Whenever I press the navigation button to view my open apps, the Facebook window is suddenly not there. If I try to reopen it, it goes immediately to wherever I was -- so it obviously didn't close. So why does it disappear every time? This has been an intermittent issue that changes with various updates -- after some updates, it doesn't close the window anymore. And then other updates, it does that again. PLEASE FIX THIS!",2
9284336c-9643-47af-84e9-28443458c8ea,"Ok app, if you can deal with constant reshuffling of the interface. Unfortunately, it can and will spam you with notifications. Even if you turn it off everywhere (countless locations), every few updates it still ""grows"" new ways to boggle you with unrelated content, like the Hydra. The ""new"" features tend to show up leading to the quarterly earning report. I know you're trying to keep up the engagement and numbers, but please try to do it in a more subtle way",2
5313d673-7638-45d8-b3a1-2472318dfb6b,"After a recent update, my ""like"" options have completely disappeared. When I click to like something it shows a series of blank, white circles. It does the same when trying to see who has liked a pictures. It also glitches so bad. I can't even scroll through anything because it freezes and lags continuously. I've tried to restart my phone, reinstall the app...nothing helps.",2
555d51fe-a33e-43b3-8553-9ef9305502a4,"Edit: The update disabled the multiple pictures on the regular news feed and moved to to my personal time-line. They always have to screw things up! This last update has caused a problem with uploading multiple pictures in one post. Didn't have any issues until it updated. And I tried uninstalling it, but it forces you to update before you can get back into it. The pictures go to my story but doesn't actually post to my time line.",2
4f9ee813-4500-4470-b6ae-5c219cee5fdc,"New, since Feb 13, when I click on mine or anyone else's cover photo, it's a blank screen. I can't view all my cover photos. It's not saying it needs an update. I see more stuff from pages I don't even follow, than those I do and even my FB friends. Show me the stuff from my friends and pages I actually FOLLOW! I am not even getting all notifications. WHAT THE HECK???",2
3b453744-b508-42c4-a0a1-06a93adb3def,"As a senior, the apps are nothing but an annoyance. They don't adjust text to suite my need for lagrer print, and rotated my same size fonts 🙄, just more of them. I also see no need to doawload, either of them, when I can have a better experience from my browser. So when they decide to shut the browsers out I'll go elsewhere, and not hassle with it.",2
26885a14-175b-4ddd-8005-e65376abdf12,"Glitching out horribly. I can't access messenger through the app, then when trying to access through Facebook, get stuck in messenger and can't get back to my newsfeed. I have had to uninstall & reinstall Facebook a few times to get unstuck. Super frustrating as I run a few groups and get lots of DM's. Of course Facebook itself is just a nightmare of algorithms, control, suppression, commercialization and horrible overall as well. Definitely not the wonderful space it was.",2
271c2554-653a-44da-b681-0a1744a0728a,"WILDLY rife with glitches lately, more than I've seen in years. I never get all of my direct notifications. I've made sure all my settings are appropriately engaged, still not getting fully a third (maybe more) of my notifications. Feed refreshes arbitrarily so I lose my place. App has started not showing comments I've made on posts, even with ""All Comments"" enabled. Memories are completely borked (can't see them in their entirety, like it's 2011 again; also cannot open the photos). And so on.",2
