reviewId,content,score
40daad59-d7ae-4f15-8d6a-7edf80ada2fc,"Used to be great, now it's horrible. I send a lot of photos through WhatsApp and now it's a nightmare.... Made the app useless for me now... Update: the above issue has been resolved, now the new issue is that I cannot listen to voice messages through Bluetooth. I use WhatsApp at work with headphones in. Now I have to turn off Bluetooth anytime I want to listen to a voice message.",2
058711cc-edbe-4f94-b9e1-b780958f0564,"Since Nov. 23, there's the ever present small AI chat icon that's sitting at the bottom right of the screen. I do NOT want to turn it on, yet that is the only option when you tap the icon. Please provide options to decline or at the very least hiding the useless icon from the screen. (Android version 2.24.2.76) And, the app is still missing simple customization features. Please offer user selectable color alternatives to replace the dreaded green shades of the header and chat bubble colors.",2
835f5412-3b60-449b-8ce3-414246003036,"Honestly, they should give an option to deactivate the channels that you can follow . Not everyone needs to see more than what they want, I prefer to only see status updates about my contacts. I don't see why they added that feature without the on or off option. It would be great if they let one self decide to watch contact and news updates or only contact updates. Hope you see this request WhatsApp! Please!",2
9c706a65-c72c-4e4d-b539-81263fe67b4e,"I've had this app since 2012/13 and it's always been my favorite. Ever since adding all the features it's been so many different glitches. Mostly being audio issues. Example: If you receive a call on your regular line while on a WhatsApp video call, that will cause the other parties not to hear you. We usually reboot our phone, or uninstall/reinstall, but we really shouldn't have to do that! I will be glad to remove this review once this issue is fixed!",2
7220093d-353f-4d77-b944-d6f29a6ca8f8,"It's great to have a dedicated app for Wear OS. However, instead of being a proper companion app for the phone app, it seems to try to be its own instance like WhatsApp Web or Desktop, and thus, particularly for Bluetooth watches, it's unable to get notified of new messages along with the phone app and suffers from delays. It'd be great if you could implement something like Gmail or Samsung Messages, where the notification still comes from the phone with an option to open the watch app. Thanks!",2
bab5c6b7-938e-4bb2-a43d-556c9bb8957b,"I love it, EXCEPT that it frequently loses messages that are only a few days old. I've researched it and cannot determine a reason. I've reinstalled several times. This has been happening over two or more years. My phone is very reliable and never more than 2 years old. My OS version is always up to date. My storage space is always adequate. WhatsUp??",2
63f64dfd-d3d5-488f-898f-ed96bd846799,"Been using WhatsApp for a long time. I just switched from iphone to Google pixel 8 (have WhatsApp updated to the latest version on both phones). When I did the transition with the cable, three times it got to 96-97% of the chat history transition & then WhatsApp would just close & only about 1/2 of my chats made it. Now I am disheartened to see that bumps me out of my audio recordings as I'm making them after 2-3 seconds. I thought they had fixed this glitch already!! So annoying....",2
9861c093-1a8f-4210-b206-9312e632d66b,This app has gotten worse and worse with glitches and its driving me insane. Every single time I try to play a voice clip the App just closes and goes dark and then I have to reopen it multiple times and try to play it multiple times before I can finish a voice clip. It's insanely annoying and has been doing this for over a year now ... I'm always updating the app and it never helps the issue,2
74ca91cb-6f29-4c19-b862-f837365c372b,Works fine until you need to move phones. Lost all chat history despite having backup locally and in Google drive. Tech support is useless. Don't expect response in less than 5 hours and don't expect them to read what you wrote. Basically repeatedly suggested following the steps to install/setup the app that I'd already explained did not work in my request for help. After 3rd response they closed case without any attempt to verify if problem solved. It wasn't. All chats are gone. Worthless.,2
67c7a103-1350-488e-9ac9-4cc94b66bdb8,"it might just be a problem with my device, but recently i haven’t been getting notifications. i have, but they don’t vibrate, nor sound. they don’t even show up on my lock screen. i’ve resetted the notification controls and redid the entire thing. still nothing. i’m seriously at my breaking point. edit: just found out that popup notifications aren't “available for my version of android”. that's actually so stupid, giving that it's a messaging app and notifications are REQUIRED? FOR EVERY DEVICE?",2
71a99076-a214-4673-b093-b274790aa058,"I continuously don't get an audible ring when I get a call, causing me often to miss calls. ""DnD"" is not on, my ringtone is set to an audible volume... Terribly frustrating when WhatsApp is one of my main methods of communication. I don't like this ""channels"", thing they added. Seems very social networky. They should focus on core functionality... How about we get that stable?",2
af942b5b-8206-4e2e-8056-198c7fb2e54c,Currently listening to voice notes on this app is annoying. It keeps behaving like I am receiving a call. The screen goes off the moment I play a voice note and it starts playing from the ear speaker for calls instead of the external one. It's so annoying and sometimes while playing it stops and switches to the external then stops and switches to the in ear speaker. This is by far the most annoying user experience I have seen on any app for voice recordings.,2
8b6905c7-e10a-4d90-af3a-abf94fdf3b72,"Please stop adding unnecessary updates. I mean why would you remove the ability to swipe from chats to status!? Especially when we're so used to it now, it's really inconvenient. Putting the titles at the bottom wasn't bad, just please take back the swiping. And if you can, please make another page for groups only, the mixing really isn't nice when you have a lot of groups",2
46439773-e3bf-4dc9-bb29-a4ac6cde8585,"The app lags so many times and my messages don't send no matter the internet connection strength. It's like I type and the message isnt sent and I have to restart my phone to send sometimes it works and sometimes it doesn't. Sometimes the app doesn't open at all and the screen stays black with the WhatsApp icon. Uninstalling and reinstalling doesn't do anything, force stop, clear cache is also not doing much. Regardless of the issue on my phone the app works fine on any computer.",2
beda475b-f251-4dc4-8189-a1552118ce0a,It was a wonderful app then came the channel update it's degraded and stayed only a good app before the new update (current one) it's the worse now I just hate this app the interface isn't user-friendly and not to mention you'll have to press a damn button (on screen not physical) to access status! I think the development team should bring back the more user-friendly version back. Shame on Meta,2
f0808afa-0c0b-4297-8258-4a4ce595de8d,"This new update is not good at all because it has disabled SWIPPING. Adjusting to it by having to tap each feature is stressful. I think that the updates should focus on enhancing the quality of videos and pictures posted on status. Please, it much more preferable if we could just stick to swipping. Thank you",2
6a33b807-af46-473a-9a62-6feeb3a2ecb0,"All new interface after update is very absurd,I know very well that the characteristic of the What'sApp menu display is very attractive, unique, and iconic, but in this update many functions are missing or only my cellphone is like this, for example: the edit chat feature, now it's not there on my device. I LIKE OLD VERSION OF WHAT'S APP",2
7d560d30-9f65-42c8-b84f-2e76978439aa,"after the split screen update the app is horrible. It now looks cluttered and unorganized. Contacts are constantly on show, messages made smaller to fit the split screen it's an update that was clearly not thought through especially for those with sight problems please go back to the original full screen.",2
fb256994-c9f6-461f-bf31-4646fa7ff536,"UI/UX The app has a non-intuitive and old interface. The Community tab in the top-left part of the UI is small and hard to reach. Finally, viewing who viewed a message is also non-intuitive (swiping from the right of the message would be better). FEATURES Inability to share large files of any kind (mp4 , pdf...). Inability to clear individual private and group chats. Media quality. BUGS The profile picture failed to load; Default message timer had to be set manually for all contacts;",2
7f381ff5-a614-4e26-b744-73305ff215e5,"update - left, right swipe feature is back but bottom tab view still looks pathetic. added one star for swipe feature. The new design of status bar in bottom is pathetic and extremely inconvenient to use. Kindly bring back the old style of top status bar, for same reason i had switched back to android from ios and now you made it look like ios. Kindly revert it or provide option. When it was on top i could easily swipe right to status, calls etc.. bottom one looks stupid and not useful.",2
1eab9172-43d5-4bc5-8671-611701dd6cf7,"I usually don't write reviews, but this new update annoys me. The user experience is certainly a downgrade, if I had an option to roll back to the previous version, I would. The app already had an easy ""swipe"" to navigate between Chats, Status and Calls. Why change that? Now, I have to move my finger to the bottom of my screen to tap the buttons just to navigate these tabs. It just feels annoying, especially on a phone with large screen size. Please bring the Swipe back.",2
94589efb-a5dd-4154-bfc0-b5df52609ce7,"App was good. Is good for just chatting. Sending links or videos not so good. They can't be opened. Have checked app permissions, security permissions and all are saying it should be able to open links. Still not able to. Contacted support, they keep closing the ticket claiming nothing is wrong and won't help solve the issue. The one message they did confirm was it is now run by meta and Facebook platforms on a business level.",2
dad4b1e4-eb99-440f-9ed8-8ba3fa2275d3,"Can't access my WhatsApp. When I try installing WhatsApp it indicates the phone can't be identified. Call back option also doesn't work for me. Today I got a message that - This account has been restored. Our systems flagged your account accidentally. We apologize for this. Chats can be accessed after you verify your account. HOWEVER THE PROBLEM ISN'T RESOLVED AS I CAN'T OPEN WHATSAPP TO ACCESS CHATS. Also, showing is that Beta program for this apps is currently full.",2
612e58b6-0c03-4974-becd-ccfc1fd49fe0,"Hi. Suddenly I cannot send voice notes from my samsung watch4 anymore. Everything is updated, all permissions allowed, settings are correct. It used to work perfectly, now all of the sudden I cannot use this amazing feature of sending voice notes anymore. My phone sends it with no problem, but will not go through on my watch. Please fix this BIG BUG/ERROR asap",2
